SAIL published papers  - web site,,,,,,,lien vers le site web officiel de la publication( pas de lien vers les pdf directement )OU arxive,,,
Author,SAIL co-author,Author notification,Conference / Journal,Status,paper Title,Authors,link 1,link 2,Abstract,THEME
REZA,Simon,published 10 nov 2022,Machine Learning Journal,Accepted ,SVRG meets AdaGrad: Painless Variance Reduction,"Benjamin Dubois-Taine, Sharan Vaswani, Reza Babanezhad, Mark Schmidt, Simon Lacoste-Julien",https://link.springer.com/article/10.1007/s10994-022-06265-x,https://arxiv.org/abs/2102.09645,"Variance reduction (VR) methods for finite-sum minimization typically require the knowledge of problem-dependent constants that are often unknown and difficult to estimate. To address this, we use ideas from adaptive gradient methods to propose AdaSVRG, which is a more-robust variant of SVRG, a common VR method. AdaSVRG uses AdaSVRG in the inner loop of SVRG, making it robust to the choice of step-size. When minimizing a sum of n smooth convex functions, we prove that a variant of \adasvrg/ requires O(n + 1/e) gradient evaluations to achieve an O(e)-suboptimality, matching the typical rate, but without needing to know problem-dependent constants. Next, we show that the dynamics of AdaGrad exhibit a two-phase behavior -- the step-size remains approximately constant in the first phase, and then decreases at a O(1/\sqrt{t}) rate. This result maybe of independent interest, and allows us to propose a heuristic that adaptively determines the length of each inner-loop inAdaSVRG. Via experiments on synthetic and  real-world datasets, we validate the robustness and effectiveness of AdaSVRG, demonstrating its superior performance over standard and other ``tune-free'' VR methods.",
,,,,,,,,,,
Damien,,,Neurips 2022,Accepted,The Curse of Unrolling: Rate of Differentiating Through Optimization,"Damien Scieur, Quentin Bertrand, Gauthier Gidel and Fabian Pedregosa",https://papers.nips.cc/paper_files/paper/2022/hash/6d53193a098b982229340a7c3eb0ecbf-Abstract-Conference.html,https://arxiv.org/abs/2209.13271,"Computing the Jacobian of the solution of an optimization problem is a central problem in machine learning, with applications in hyperparameter optimization, meta-learning, optimization as a layer, and dataset distillation, to name a few. Unrolled differentiation is a popular heuristic that approximates the solution using an iterative solver and differentiates it through the computational path. This work provides a non-asymptotic convergence-rate analysis of this approach on quadratic objectives for gradient descent and the Chebyshev method. We show that to ensure convergence of the Jacobian, we can either 1) choose a large learning rate leading to a fast asymptotic convergence but accept that the algorithm may have an arbitrarily long burn-in phase or 2) choose a smaller learning rate leading to an immediate but slower convergence. We refer to this phenomenon as the curse of unrolling. 
Finally, we discuss open problems relative to this approach, such as deriving a practical update rule for the optimal unrolling strategy and making novel connections with the field of Sobolev orthogonal polynomials.",Optimization
Marwa,Simon,,Neurips 2022,Accepted,Data-Efficient Structured Pruning via Submodular Optimization,"Marwa El Halabi, Suraj Srinivas, Simon Lacoste-Julien",https://papers.nips.cc/paper_files/paper/2022/hash/ed5854c456e136afa3faa5e41b1f3509-Abstract-Conference.html,https://arxiv.org/pdf/2203.04940.pdf,"Structured pruning is an effective approach for compressing large pre-trained neural networks without significantly affecting their performance, which involves removing redundant regular regions of weights. However, current structured pruning methods do not provide any performance guarantees, and often require fine-tuning, which makes them inapplicable in the limited-data regime. We propose a principled data-efficient structured pruning method based on submodular optimization. In particular, for a given layer, we select neurons/channels to prune and corresponding new weights for the next layer, that minimize the change in the next layer's input induced by pruning. We show that this selection problem is a weakly submodular maximization problem, thus it can be provably approximated using an efficient greedy algorithm. Our method is one of the few in the literature that uses only a limited-number of training data and no labels. Our experimental results demonstrate that our method outperforms state-of-the-art methods in the limited-data regime.",
Boris,,,Neurips 2022,Accepted,"Hyper-Representations as Generative Models:
Sampling Unseen Neural NetworkWeights","Konstantin Schürholt, Boris Knyazev, Xavier Giró-i-Nieto, Damian Borth",https://papers.nips.cc/paper_files/paper/2022/hash/b2c4b7d34b3d96b9dc12f7bce424b7ae-Abstract-Conference.html,https://arxiv.org/abs/2209.14733,"Learning representations of neural network weights given a model zoo is an emerging and challenging area with many potential applications from model inspection, to neural architecture search or knowledge distillation. Recently, an autoencoder trained on a model zoo was able to learn a hyper-representation, which captures intrinsic and extrinsic properties of the models in the zoo. In this work, we extend hyper-representations for generative use to sample new model weights. We propose layer-wise loss normalization which we demonstrate is key to generate high-performing models and several sampling methods based on the topology of hyper-representations. The models generated using our methods are diverse, performant and capable to outperform strong baselines as evaluated on several downstream tasks: initialization, ensemble sampling and transfer learning. Our results indicate the potential of knowledge aggregation from model zoos to new models via hyper-representations thereby paving the avenue for novel research directions.",
Alexia,,,Neurips 2022,Accepted,MCVD: Masked Conditional Video Diffusion for Prediction,"Vikram Voleti, Alexia Jolicoeur-Martineau, Christopher Pal",https://papers.nips.cc/paper_files/paper/2022/hash/944618542d80a63bbec16dfbd2bd689a-Abstract-Conference.html,https://arxiv.org/abs/2205.09853,"Video prediction is a challenging task. The quality of video frames from current state-of-the-art (SOTA) generative models tends to be poor and generalization beyond the training data is difficult. Furthermore, existing prediction frameworks are typically not capable of simultaneously handling other video-related tasks such as unconditional generation or interpolation. In this work, we devise a general-purpose framework called Masked Conditional Video Diffusion (MCVD) for all of these video synthesis tasks using a probabilistic conditional score-based denoising diffusion model, conditioned on past and/or future frames. We train the model in a manner where we randomly and independently mask all the past frames or all the future frames. This novel but straightforward setup allows us to train a single model that is capable of executing a broad range of video tasks, specifically: future/past prediction -- when only future/past frames are masked; unconditional generation -- when both past and future frames are masked; and interpolation -- when neither past nor future frames are masked. Our experiments show that this approach can generate high-quality frames for diverse types of videos. Our MCVD models are built from simple non-recurrent 2D-convolutional architectures, conditioning on blocks of frames and generating blocks of frames. We generate videos of arbitrary lengths autoregressively in a block-wise manner. Our approach yields SOTA results across standard video prediction and interpolation benchmarks, with computation times for training models measured in 1-12 days using ≤ 4 GPUs.",
,,,,,,,,,,
Boris,,,Neurips 2022,Datasets and Benchmarks track,"Model Zoos: A Dataset of Diverse Populations of
Neural Network Models","Konstantin Schürholt, Diyar Taskiran, Boris Knyazev, Xavier Giró-i-Nieto, Damian Borth",https://papers.nips.cc/paper_files/paper/2022/hash/f94d5edb5c01715d879693ddbfdc1b98-Abstract-Datasets_and_Benchmarks.html,https://arxiv.org/abs/2209.14765,"In the last years, neural networks (NNs) have evolved from laboratory environments to the state-of-the-art for many real-world problems. Due to the properties of the loss surface and training methods, we hypothesize that NN models evolve on unique, smooth trajectories in weight space during training. Following, a population of such NN models (referred to as “model zoo”) would form topological structures in weight space. Further, the geometry, curvature and smoothness of these structures may contain information about the state of training and can reveal latent properties of individual models.
Consequently, existing work uses different unstructured model populations for (i) model analysis, (ii) to identify learning dynamics, (iii) learn rich representations of such populations, or (iv) exploit the model zoos for generative modelling of NN weights and biases. 
Unfortunately, the lack of standardized model zoos and available benchmarks significantly increases the friction for further research about populations of NNs. With this work, we publish a novel dataset of model zoos containing systematically generated and diverse populations of NN models for further research. In total the proposed model zoo dataset is based on eight image datasets, consists of 27 model zoos trained with varying hyperparameter combinations and includes 50'360 unique NN models resulting in over 2’585’360 collected model states. 
Additionally, to the model zoo data we provide an in-depth analysis of the zoos and provide benchmarks for multiple downstream tasks.",
,,,,,,,,,,
REZA,,,UAI 2022,Accepted,Towards Painless Policy Optimization for Constrained MDPs,"Arushi Jain, Sharan Vaswani, Reza Babanezhad Harikandeh, Csaba Szepesvari, Doina Precup",,https://proceedings.mlr.press/v180/jain22a.html,"We study policy optimization in an infinite horizon, $\gamma$-discounted constrained Markov decision process (CMDP). Our objective is to return a policy that achieves large expected reward with a small constraint violation. We consider the online setting with linear function approximation and assume global access to the corresponding features. We propose a generic primal-dual framework that allows us to bound the reward sub-optimality and constraint violation for arbitrary algorithms in terms of their primal and dual regret on online linear optimization problems. We instantiate this framework to use coin-betting algorithms and propose the \textbf{Coin Betting Politex (CBP)} algorithm. Assuming that the action-value functions are $\varepsilon_{\text{\tiny{b}}}$-close to the span of the $d$-dimensional state-action features and no sampling errors, we prove that $T$ iterations of CBP result in an $O\left(\frac{1}{(1 - \gamma)^3 \sqrt{T}} + \frac{\varepsilon_{\text{\tiny{b}}} \sqrt{d}}{(1 - \gamma)^2} \right)$ reward sub-optimality and an $O\left(\frac{1}{(1 - \gamma)^2 \sqrt{T}} + \frac{\varepsilon_{\text{\tiny{b}}} \sqrt{d}}{1 - \gamma} \right)$ constraint violation. Importantly, unlike gradient descent-ascent and other recent methods, CBP does not require extensive hyperparameter tuning. Via experiments on synthetic and Cartpole environments, we demonstrate the effectiveness and robustness of CBP.",
,,,,,,,,,,
Damien,,published on 9 Fev 2022,Mathematical Programming,Accepted,Nonlinear acceleration of momentum and primal-dual algorithms,"Raghu Bollapragada, Damien Scieur, Alexandre d’Aspremont ",https://link.springer.com/article/10.1007/s10107-022-01775-x,https://arxiv.org/abs/1810.04539,"We describe convergence acceleration schemes for multistep optimization algorithms. The extrapolated solution is written as a nonlinear average of the iterates produced by the original optimization method.
Our analysis does not need the underlying fixed-point operator to be symmetric, hence handles e.g. algorithms with momentum terms such as Nesterov’s accelerated method, or primal-dual methods. The weights are
computed via a simple linear system and we analyze performance in both online and offline modes. We use
Crouzeix’s conjecture to show that acceleration performance is controlled by the solution of a Chebyshev problem on the numerical range of a non-symmetric operator modeling the behavior of iterates near the optimum.
Numerical experiments are detailed on logistic regression problems.
",Optimization
,,,,,,,,,,Optimization
Damien,,,ICML 2022,Accepted,Only tails matter: Average-Case Universality and Robustness in the Convex Regime,"Leonardo Cunha, Gauthier Gidel, Fabian Pedregosa, Courtney Paquette, Damien Scieur",https://proceedings.mlr.press/v162/cunha22a.html,https://openreview.net/pdf?id=VKtGrkUvCR,"Recent works have studied the average convergence properties of first-order optimization methods on distributions of quadratic problems. The average-case framework allows a more fine-grained and representative analysis of convergence than usual worst-case results, in exchange for a more precise hypothesis over the data generating process, namely assuming knowledge of the expected spectral distribution (e.s.d) of the random matrix associated with the problem. In this work, we show that a problem's asymptotic average complexity is determined by the concentration of eigenvalues near the edges of the e.s.d. We argue that having à priori information on this concentration is a more grounded assumption than complete knowledge of the e.s.d.,  and that basing our analysis on the approximate concentration is effectively a middle ground between the coarseness of the worst-case convergence and this more unrealistic hypothesis. We introduce the Generalized Chebyshev method, asymptotically optimal under a hypothesis on this concentration, and globally optimal when the e.s.d. follows  a Beta distribution. We compare its performance to classical optimization algorithms, such as Gradient Descent or Nesterov's scheme, and we show that, asymptotically, Nesterov's method is universally nearly-optimal in the average-case.",Optimization
Reza,,,ICML 2022,Accepted,"Towards Noise-adaptive, Problem-adaptive (Accelerated) SGD","Sharan Vaswani, Benjamin Dubois-Taine, Reza Babanezhad ",https://proceedings.mlr.press/v162/vaswani22a.html,,"We aim to make stochastic gradient descent (SGD) adaptive to (i) the noise σ2 in the stochastic gradients and (ii) problem-dependent constants. When minimizing smooth, strongly-convex functions with condition number κ, we prove that T iterations of SGD with exponentially decreasing step-sizes and knowledge of the smoothness can achieve an O~(exp(−Tκ)+σ2T) rate, without knowing σ2. In order to be adaptive to the smoothness, we use a stochastic line-search (SLS) and show (via upper and lower-bounds) that SGD with SLS converges at the desired rate, but only to a neighbourhood of the solution. On the other hand, we prove that SGD with an offline estimate of the smoothness converges to the minimizer. However, its rate is slowed down proportional to the estimation error. Next, we prove that SGD with Nesterov acceleration and exponential step-sizes (referred to as ASGD) can achieve the near-optimal O~(exp(−Tκ√)+σ2T) rate, without knowledge of σ2. When used with offline estimates of the smoothness and strong-convexity, ASGD still converges to the solution, albeit at a slower rate. We empirically demonstrate the effectiveness of exponential step-sizes coupled with a novel variant of SLS.",
,,,,,,,,,,
Yash,,,ACL 2022,accepted,Image Retrieval from Contextual Descriptions,"Benno Krojer, Vaibhav Adlakha, Vibhav Vineet, Yash Goyal, Edoardo Ponti, Siva Reddy",https://aclanthology.org/2022.acl-long.241/,https://arxiv.org/abs/2203.15867,"The ability to integrate context, such as perceptual and temporal cues, plays a pivotal role in interpreting the meaning of a linguistic utterance. In order to measure to what extent current vision-and-language models master this ability, we devise a new multimodal challenge, Image Retrieval from Contextual Descriptions (ImageCoDe). In particular, models are tasked with retrieving the correct image from a set of 10 contrastive candidates based on a contextual description. As such, each description focuses only on details that help discriminate between images rather than their salient properties. Because of this, descriptions also tend to be complex in terms of syntax and discourse and require pragmatic inferences. Images are sourced from both static pictures and video frames. Benchmarking several state-of-the-art models, including both cross-encoders such as ViLBERT and bi-encoders such as CLIP, on ImageCoDe, we reveal that all of them dramatically lag behind human performance: the best variant achieves an accuracy of 28.9, to be compared with 90.8 in humans. Furthermore, we experiment with new model variants that are better equipped to incorporate visual and temporal context into their representations, which achieve modest gains. We hope that ImageCoDe will contribute to bridging the gap between machines and humans in the ability to integrate context in grounded language understanding.",
,,,,,,,,,,
Damien,,,AISTATS 2022,accepted,Super-Acceleration with Cyclical Step-sizes,"Baptiste Goujaud, Damien Scieur,Aymeric Dieuleveut, Adrien Taylor, Fabian Pedregosa",https://proceedings.mlr.press/v151/goujaud22a.html,https://arxiv.org/abs/2106.09687,"Cyclical step-sizes are becoming increasingly popular in the optimization of deep learning problems. Motivated by recent observations on the spectral gaps of Hessians in machine learning, we show that these step-size schedules offer a simple way to exploit them. More precisely, we develop a convergence rate analysis for quadratic objectives that provides optimal parameters and shows that cyclical learning rates can improve upon traditional lower complexity bounds. We further propose a systematic approach to design optimal first order methods for quadratic minimization with a given spectral structure. Finally, we provide a local convergence rate analysis beyond quadratic minimization for the proposed methods and illustrate our findings through benchmarks on least squares and logistic regression problems.",Optimization
,,,,,,,,,,
Boris,,,ICLR 2022,accepted,On Evaluation Metrics for Graph Generative Models,"Rylee Thompson, Boris Knyazev, Elahe Ghalebi, Jungtaek Kim, Graham W. Taylor",https://openreview.net/forum?id=EnwCZixjSh,https://openreview.net/pdf?id=EnwCZixjSh,"In image generation, generative models can be evaluated naturally by visually inspecting model outputs. However, this is not always the case for graph generative models (GGMs), making their evaluation challenging. Currently, the standard process for evaluating GGMs suffers from three critical limitations: i) it does not produce a single score which makes model selection challenging, ii) in many cases it fails to consider underlying edge and node features, and iii) it is prohibitively slow to perform. In this work, we mitigate these issues by searching for scalar, domain-agnostic, and scalable metrics for evaluating and ranking GGMs. To this end, we study existing GGM metrics and neural-network-based metrics emerging from generative models of images that use embeddings extracted from a task-specific network. Motivated by the power of certain Graph Neural Networks (GNNs) to extract meaningful graph representations without any training, we introduce several metrics based on the features extracted by an untrained random GNN. We design experiments to thoroughly test metrics on their ability to measure the diversity and fidelity of generated graphs, as well as their sample and computational efficiency. Depending on the quantity of samples, we recommend one of two random-GNN-based metrics that we show to be more expressive than pre-existing metrics. While we focus on applying these metrics to GGM evaluation, in practice this enables the ability to easily compute the dissimilarity between any two sets of graphs regardless of domain.",
Yan,,,ICLR 2022,accepted,Multiset-Equivariant Set Prediction with Approximate Implicit Differentiation ,"David W. Zhang*, Yan Zhang*, Gertjan J. Burghouts, Cees G. M. Snoek, Simon Lacoste-Julien 
*equal contribution",https://openreview.net/forum?id=5K7RRqZEjoS,https://openreview.net/pdf?id=5K7RRqZEjoS,"Most set prediction models in deep learning use set-equivariant operations, but they actually operate on multisets. We show that set-equivariant functions cannot represent certain functions on multisets, so we introduce the more appropriate notion of multiset-equivariance. We identify that the existing Deep Set Prediction Network (DSPN) can be multiset-equivariant without being hindered by set-equivariance and improve it with approximate implicit differentiation, allowing for better optimization while being faster and saving memory. In a range of toy experiments, we show that the perspective of multiset-equivariance is beneficial and that our changes to DSPN achieve better results in most cases. On CLEVR object property prediction, we substantially improve over the state-of-the-art Slot Attention from 8% to 77% in one of the strictest evaluation metrics because of the benefits made possible by implicit differentiation.
We show that set-equivariant functions cannot represent certain functions on multisets, so we introduce the more appropriate notion of multiset-equivariance. We identify that the existing Deep Set Prediction Networks (DSPN) can be multiset-equivariant without being set-equivariant and improve it with implicit differentiation, allowing for better optimization while still being faster and saving memory. In a range of toy experiments, we show that the perspective of multiset-equivariance is beneficial and that our changes to DSPN improve results in most cases. On CLEVR object property prediction, we substantially improve over the state-of-the-art Slot Attention from 8% to 77% in one of the strictest evaluation metrics because of the benefits made possible by implicit differentiation.
",
,,,,,,,,,,
Reza,,,ICML 2021,accepted,Infinite-Dimensional Optimization for Zero-Sum Games via Variational Transport,"· Lewis Liu, Yufeng Zhang, Zhuoran Yang, Reza Babanezhad, Zhaoran Wang",http://proceedings.mlr.press/v139/liu21ac.html,,"Game optimization has been extensively studied when decision variables lie in a finite-dimensional space, of which solutions correspond to pure strategies at the Nash equilibrium (NE), and the gradient descent-ascent (GDA) method works widely in practice. In this paper, we consider infinite-dimensional zero-sum games by a min-max distributional optimization problem over a space of probability measures defined on a continuous variable set, which is inspired by finding a mixed NE for finite-dimensional zero-sum games. We then aim to answer the following question: \textit{Will GDA-type algorithms still be provably efficient when extended to infinite-dimensional zero-sum games?} To answer this question, we propose a particle-based variational transport algorithm based on GDA in the functional spaces. Specifically, the algorithm performs multi-step functional gradient descent-ascent in the Wasserstein space via pushing two sets of particles in the variable space. By characterizing the gradient estimation error from variational form maximization and the convergence behavior of each player with different objective landscapes, we prove rigorously that the generalized GDA algorithm converges to the NE or the value of the game efficiently for a class of games under the Polyak-Ł{ojasiewicz} (PL) condition. To conclude, we provide complete statistical and convergence guarantees for solving an infinite-dimensional zero-sum game via a provably efficient particle-based method. Additionally, our work provides the first thorough statistical analysis for the particle-based algorithm to learn an objective functional with a variational form using universal approximators (\textit{i.e.}, neural networks (NNs)), which is of independent interest.",Optimization
Damien,,,ICML 2021,accepted,Connecting Sphere Manifolds Hierarchically for Regularization,"Damien Scieur, Youngsung kim",https://proceedings.mlr.press/v139/scieur21a.html,https://arxiv.org/abs/2106.13549,"This paper considers classification problems with hierarchically organized classes. We force the classifier (hyperplane) of each class to belong to a sphere manifold, whose center is the classifier of its super-class. Then, individual sphere manifolds are connected based on their hierarchical relations. Our technique replaces the last layer of a neural network by combining a spherical fully-connected layer with a hierarchical layer. This regularization is shown to improve the performance of widely used deep neural network architectures (ResNet and DenseNet) on publicly available datasets (CIFAR100, CUB200, Stanford dogs, Stanford cars, and Tiny-ImageNet)",Optimization
Damien,Simon,,ICML 2021,accepted,Affine Invariant Analysis of Frank-Wolfe on Strongly Convex Sets,"Thomas Kerdreux, Lewis Liu, Simon Lacoste-Julien, Damien Scieur",https://proceedings.mlr.press/v139/kerdreux21a.html,https://arxiv.org/abs/2011.03351,"It is known that the Frank-Wolfe (FW) algorithm, which is affine-covariant, enjoys accelerated convergence rates when the constraint set is strongly convex. However, these results rely on norm-dependent assumptions, usually incurring non-affine invariant bounds, in contradiction with FW's affine-covariant property. In this work, we introduce new structural assumptions on the problem (such as the directional smoothness) and derive an affine invariant, norm-independent analysis of Frank-Wolfe. Based on our analysis, we propose an affine invariant backtracking line-search. Interestingly, we show that typical backtracking line-searches using smoothness of the objective function surprisingly converge to an affine invariant step size, despite using affine-dependent norms in the step size's computation. This indicates that we do not necessarily need to know the set's structure in advance to enjoy the affine-invariant accelerated rate.",Optimization
,,,,,,,,,,
Namyeong,"Hwidong, Simon",,ICLR 2021,accepted,Repurposing Pretrained Models for Robust Out-of-domain Few-Shot Learning,"Namyeong Kwon, Hwidong Na, Gabriel Huang, Simon Lacoste-Julien",https://openreview.net/forum?id=qkLMTphG5-h,,"Model-agnostic meta-learning (MAML) is a popular method for few-shot learning but assumes that we have access to the meta-training set. In practice, training on the meta-training set may not always be an option due to data privacy concerns, intellectual property issues, or merely lack of computing resources. In this paper, we consider the novel problem of repurposing pretrained MAML checkpoints to solve new few-shot classification tasks. Because of the potential distribution mismatch, the original MAML steps may no longer be optimal. Therefore we propose an alternative meta-testing procedure and combine MAML gradient steps with adversarial training and uncertainty-based stepsize adaptation. Our method outperforms ""vanilla"" MAML on same-domain and cross-domains benchmarks using both SGD and Adam optimizers and shows improved robustness to the choice of base stepsize.",Optimization
Damien,,,ICLR 2021,accepted,Average-case Acceleration for Bilinear Games and Normal Matrices,"Carles Domingo-Enrich, Fabian Pedregosa, Damien Scieur",https://openreview.net/forum?id=H0syOoy3Ash,https://arxiv.org/abs/2010.02076,"Advances in generative modeling and adversarial learning have given rise to renewed interest in smooth games. However, the absence of symmetry in the matrix of second derivatives poses challenges that are not present 
   in the classical minimization framework. While a rich theory of average-case analysis has been developed for minimization problems, little is known in the context of smooth games. 
   In this work we take a first step towards closing this gap by developing average-case optimal first-order methods for a subset of smooth games. We make the following three main contributions. 
   First, we show that for zero-sum bilinear games the average-case optimal method is the optimal method for the minimization of the Hamiltonian. 
   Second, we provide an explicit expression for the optimal method corresponding to normal matrices, potentially non-symmetric. Finally, we specialize it to matrices with eigenvalues located in 
   a disk and show a provable speed-up compared to worst-case optimal algorithms. We illustrate our findings through benchmarks with a varying degree of mismatch with our assumptions.",Optimization
,,,,,,,,,,
Reza,Simon,,AISTATS 2021,accepted,An Analysis of the Adaptation Speed of Causal Models,"Remi Le Priol, Reza Babanezhad, Yoshua Bengio, Simon Lacoste-Julien",https://proceedings.mlr.press/v130/le-priol21a.html,https://arxiv.org/abs/2005.09136,"We consider the problem of discovering the causal process that generated a collection of datasets. We assume that all these datasets were generated by unknown sparse interventions on a structural causal model (SCM) G, that we want to identify. Recently, Bengio et al. (2020) argued that among all SCMs, G is the fastest to adapt from one dataset to another, and proposed a meta-learning criterion to identify the causal direction in a two-variable SCM. While the experiments were promising, the theoretical justification was incomplete. Our contribution is a theoretical investigation of the adaptation speed of simple two-variable SCMs. We use convergence rates from stochastic optimization to justify that a relevant proxy for adaptation speed is distance in parameter space after intervention. Using this proxy, we show that the SCM with the correct causal direction is advantaged for categorical and normal cause-effect datasets when the intervention is on the cause variable. When the intervention is on the effect variable, we provide a more nuanced picture which highlights that the fastest-to-adapt heuristic is not always valid.",Optimization
Damien,,,AISTATS 2021,Accepted,Generalization of Quasi-Newton Methods: Application to Robust Symmetric Multisecant Updates,"Damien Scieur, Lewis Liu, Thomas Pumir, Nicolas Boumal",https://proceedings.mlr.press/v130/scieur21a.html,https://arxiv.org/abs/2011.03358; http://proceedings.mlr.press/v130/scieur21a.html,"Quasi-Newton techniques approximate the Newton step by estimating the Hessian using the so-called secant equations. Some of these methods compute the Hessian using several secant equations but produce non-symmetric updates. Other quasi-Newton schemes, such as BFGS, enforce symmetry but cannot satisfy more than one secant equation. We propose a new type of quasi-Newton symmetric update using several secant equations in a least-squares sense. Our approach generalizes and unifies the design of quasi-Newton updates and satisfies provable robustness guarantees.",Optimization
,,,,,,,,,,
Damien,,Published on 15 Dec 2021,Foundation and Trends © in Optimization,accepted,Acceleration Methods,"Alexandre d'Apresmont, Damien Scieur, Adrien Taylor",https://www.nowpublishers.com/article/Details/OPT-036,https://arxiv.org/abs/2101.09545,"This monograph covers some recent advances in a range of acceleration techniques frequently used in convex optimization. We first use quadratic optimization problems to introduce two key families of methods, namely momentum and nested optimization schemes. They coincide in the quadratic case to form the Chebyshev method. We discuss momentum methods in detail, starting with the seminal work of Nesterov and structure convergence proofs using a few master templates, such as that for optimized gradient methods, which provide the key benefit of showing how momentum methods optimize convergence guarantees. We further cover proximal acceleration, at the heart of the Catalyst and Accelerated Hybrid Proximal Extragradient frameworks, using similar algorithmic patterns. Common acceleration techniques rely directly on the knowledge of some of the regularity parameters in the problem at hand. We conclude by discussing restart schemes, a set of simple techniques for reaching nearly optimal convergence rates while adapting to unobserved regularity parameters.",Optimization
,,,,,,,,,,
Damien,,,ICML 2020,accepted,Extra-gradient with player sampling for provable fast convergence in n-player games,"Samy Jelassi, Carles Domingo Enrich, Damien Scieur, Arthur Mensch, Joan Bruna",https://proceedings.mlr.press/v119/jelassi20a.html,https://arxiv.org/pdf/1905.12363.pdf,"Data-driven modeling increasingly requires to find a Nash equilibrium in multi-player games, e.g. when training GANs. In this paper, we analyse a new extra-gradient method for Nash equilibrium finding, 
   that performs gradient extrapolations and updates on a random subset of players at each iteration. This approach provably exhibits a better rate of convergence than full extra-gradient for non-smooth convex games with 
   noisy gradient oracle. We propose an additional variance reduction mechanism to obtain speed-ups in smooth convex games. Our approach makes extrapolation amenable to massive multiplayer settings, 
   and brings empirical speed-ups, in particular when using a heuristic cyclic sampling scheme. Most importantly, it allows to train faster and better GANs and mixtures of GANs",Optimization
Damien,,,ICML 2020,accepted,Universal Average-Case Optimality of Polyak Momentum,"Damien Scieur, Fabian Pedregosa",https://proceedings.mlr.press/v119/scieur20a.html,https://arxiv.org/pdf/2002.04664.pdf,"We consider the average-case runtime analysis of algorithms for minimizing quadratic objectives. In this setting, and contrary to the more classical worst-case analysis, non-asymptotic convergence rates and optimal algorithms depend on    the full spectrum of the Hessian through its expected spectral distribution. Under mild assumptions, we show that these optimal methods converge asymptotically towards Polyak momentum independently of the expected spectral density. This makes Polyak momentum universally (i.e., independent of the spectral distribution) asymptotically average-case optimal.
",Optimization
Damien,,,ICML 2020,accepted,Average-case Acceleration Through Spectral Density Estimation,"Fabian Pedregosa, Damien Scieur",https://proceedings.mlr.press/v119/pedregosa20a.html,https://arxiv.org/pdf/2002.04756.pdf,"We develop a framework for designing optimal quadratic optimization methods in terms of their average-case runtime. This yields a new class of methods that achieve acceleration through a model of the Hessian’s expected spectral density. We develop explicit algorithms for the uniform, Marchenko-Pastur and exponential distributions. These methods are momentum-based gradient algorithms   whose hyper-parameters can be estimated using without knowledge of the Hessian’s smallest singular value, in contrast with classical accelerated methods like Nesterov acceleration and Polyak momentum. Empirical results on quadratic, logistic regression and neural networks show the proposed methods always match and in many cases significantly improve upon classical accelerated methods.
",Optimization
,,,,,,,,,,
Damien,Simon,,AISTATS 2020,accepted,Accelerating Smooth Games by Manipulating Spectral Shapes,"Waïss Azizian, Damien Scieur, Ioannis Mitliagkas, Simon Lacoste-Julien, Gauthier Gidel",https://proceedings.mlr.press/v108/azizian20a.html,https://arxiv.org/abs/2001.00602,"We use matrix iteration theory to characterize acceleration in smooth games. We define the spectral shape of a family of games
   as the set containing all eigenvalues of the Jacobians of standard gradient dynamics in the family. Shapes restricted to the real line represent well-understood classes of problems,
   like minimization. Shapes spanning the complex plane capture the added numerical challenges in solving smooth games. In this framework, we describe gradient-based
   methods, such as extragradient, as transformations on the spectral shape. Using this perspective, we propose an optimal algorithm for bilinear games. For smooth and strongly
   monotone operators, we identify a continuum between convex minimization, where acceleration is possible using Polyak’s momentum, and the worst case where gradient descent
   is optimal. Finally, going beyond first-order methods, we propose an accelerated version of consensus optimization. 
",Optimization
,,,,,,,,,,
,,,,,,,,,,
Alexia,7,,,,,,,,,
Ari,11,,,,,,,,,
Boris,12,,,,,,,,,
Yan,10,,,,,,,,,
seb,7,,,,,,,,,
Damien,16,,,,,,,,,
Yash,3,,,,,,,,,
Reza,12,,,,,,,,,
Marwa,5,,,,,,,,,
